用户码,裂变类型,是否转化,P_TR,P_TN,P_CR,P_CN,增量分数
36853,无裂变页面,0,0.08828739,0.35286257,0.09722063,0.46162948,0.052329242
41826,助力砍价,0,0.059051786,0.42770323,0.0398541,0.4733909,0.08733213
6712,助力砍价,0,0.06544115,0.42531914,0.042666886,0.46657288,0.09912193
39755,助力砍价,0,0.15268216,0.3516389,0.14399831,0.35168064,0.024481416
20625,助力砍价,0,0.04431048,0.45144096,0.0028441,0.5014044,0.16748035
35592,无裂变页面,0,0.06772666,0.50083184,0.05529892,0.37614256,-0.01810503
38457,无裂变页面,1,0.10147457,0.37634894,0.08434161,0.43783492,0.10169792
39147,无裂变页面,0,0.04107499,0.42964652,0.0254523,0.5038262,0.0783419
45668,无裂变页面,0,0.06785032,0.4717762,0.018039204,0.44233432,0.17310375
12258,助力砍价,0,0.029037638,0.44115695,0.007897261,0.52190816,0.0937013
40152,助力砍价,0,0.18122087,0.35892197,0.07416598,0.38569117,0.34845
4324,无裂变页面,0,0.090910666,0.3786044,0.048538253,0.48194665,0.20425761
38829,无裂变页面,0,0.10089201,0.46699065,0.038808167,0.39330918,0.1757083
2122,助力砍价,0,0.04677034,0.47740564,0.046673562,0.42915046,-0.017727077
50222,助力砍价,0,0.09708927,0.31736946,0.036824126,0.54871714,0.3427331
12422,无裂变页面,0,0.048781008,0.37465534,0.050180502,0.52638316,0.056337893
62786,助力砍价,0,0.034645148,0.47905168,0.0047902493,0.48151293,0.11518496
1543,助力砍价,0,0.093228824,0.4224331,0.03233595,0.45200217,0.22806263
51059,无裂变页面,0,0.050384853,0.41346136,0.035406925,0.50074685,0.08517057
9829,助力砍价,1,0.09202802,0.54602957,0.029818656,0.33212373,0.12369287
17970,无裂变页面,0,0.13407204,0.44713807,0.029794337,0.38899556,0.31906712
6141,助力砍价,1,0.097931944,0.36438793,0.06861645,0.46906373,0.16842306
21897,助力砍价,0,0.056848213,0.33971184,0.08253112,0.5209088,0.013171256
41260,无裂变页面,0,0.05566489,0.3033648,0.026649952,0.61432034,0.22693014
32444,无裂变页面,0,0.085708395,0.49116167,0.039204296,0.38392568,0.111843586
63195,助力砍价,0,0.036931075,0.5057201,0.012522122,0.44482666,0.08135384
31908,助力砍价,0,0.043605056,0.4399151,0.010664552,0.5058153,0.13906801
34631,无裂变页面,0,0.08472832,0.33158576,0.06144533,0.5222406,0.19649792
36780,无裂变页面,0,0.19437091,0.5036397,0.008735755,0.29325366,0.49907362
50641,无裂变页面,0,0.096162245,0.48799866,0.06660457,0.34923458,0.008894026
26688,无裂变页面,0,0.06399308,0.3897468,0.07430356,0.4719566,0.010024905
58489,无裂变页面,0,0.028024439,0.35241914,0.010798177,0.6087583,0.11246735
60268,助力砍价,0,0.16240315,0.4305623,0.061927397,0.34510717,0.2434802
45032,无裂变页面,0,0.09364242,0.38607582,0.046388853,0.47389293,0.21208382
52703,无裂变页面,1,0.15884832,0.33666468,0.17570242,0.32878456,-0.055411875
36618,无裂变页面,0,0.056037717,0.36496875,0.086239964,0.49275362,-0.031687677
2634,助力砍价,0,0.08286165,0.31542745,0.039736766,0.56197417,0.28400874
27060,无裂变页面,0,0.051039055,0.31120044,0.15973932,0.47802117,-0.21914107
59594,助力砍价,0,0.039165433,0.5849755,0.014757399,0.3611017,0.04697573
6164,无裂变页面,0,0.05958995,0.35605982,0.019196607,0.5651536,0.22102904
37231,无裂变页面,0,0.101862445,0.3804674,0.07868105,0.43898907,0.11839515
39907,助力砍价,0,0.13135824,0.27883995,0.0652363,0.5245655,0.419248
6953,助力砍价,1,0.03444067,0.59133184,0.0036383432,0.37058914,0.09062952
54042,助力砍价,0,0.0331212,0.6121421,0.013169175,0.3415675,0.028411984
54184,无裂变页面,0,0.07365783,0.25236505,0.03316276,0.64081436,0.35344768
54128,无裂变页面,0,0.07135352,0.54963726,0.031549256,0.34746003,0.06332272
29510,助力砍价,0,0.10065532,0.47535792,0.037209854,0.38677692,0.17396587
985,助力砍价,0,0.15610053,0.31701982,0.047988653,0.47889104,0.47771493
62496,助力砍价,0,0.04285851,0.33884522,0.042885527,0.5754108,0.08584261
54254,助力砍价,0,0.048311245,0.24785961,0.018435238,0.6853939,0.27385348
54025,无裂变页面,0,0.023212867,0.54727226,0.01685783,0.412657,0.0028822422
22493,助力砍价,1,0.16449942,0.36836916,0.08983739,0.377294,0.2327765
557,无裂变页面,0,0.06836306,0.35578296,0.06691683,0.5089371,0.08994728
11333,无裂变页面,0,0.049758032,0.4982689,0.008137418,0.44383562,0.1455813
55430,助力砍价,0,0.06312621,0.36110562,0.039267812,0.53650033,0.16120088
16378,无裂变页面,0,0.046738442,0.39931718,0.016333895,0.5376105,0.1505903
7365,助力砍价,0,0.20045052,0.27765894,0.050766002,0.4711245,0.64396656
20365,助力砍价,0,0.054124776,0.4745959,0.017261282,0.454018,0.13148582
9828,助力砍价,0,0.07805029,0.40215963,0.02644355,0.49334648,0.2233203
53711,无裂变页面,0,0.029027535,0.47233593,0.012995758,0.4856407,0.063669145
8837,无裂变页面,0,0.060523883,0.22455736,0.015455882,0.6994629,0.38136977
48132,助力砍价,0,0.06259422,0.4790518,0.05192758,0.40642637,0.004543066
51476,无裂变页面,0,0.040238462,0.5963796,0.0017628677,0.36161914,0.11671054
51255,助力砍价,1,0.097940594,0.52322465,0.069439776,0.30939493,-0.051251948
46833,无裂变页面,0,0.10206459,0.36865166,0.10148982,0.42779395,0.050157845
47269,无裂变页面,1,0.04184298,0.52914584,0.03451328,0.39449787,-0.014333725
24873,助力砍价,1,0.15074685,0.46589577,0.082173556,0.3011838,0.060222983
61774,助力砍价,0,0.09551652,0.36669093,0.05327373,0.48451883,0.21518576
15859,助力砍价,0,0.12576862,0.2589582,0.08378611,0.5314871,0.38145322
22919,无裂变页面,1,0.5584593,0.27381897,0.016327927,0.15139377,1.1472987
12872,助力砍价,1,0.12938595,0.3550643,0.15168864,0.3638611,-0.054298192
18925,无裂变页面,0,0.10700422,0.44477472,0.031646375,0.41657472,0.246643
20705,无裂变页面,1,0.2774713,0.19227175,0.04512435,0.48513258,1.0111767
12330,助力砍价,0,0.08942321,0.40038377,0.06231793,0.44787502,0.1208449
30890,助力砍价,1,0.070598185,0.55851346,0.010475655,0.36041272,0.16794813
23492,助力砍价,0,0.033293843,0.40277433,0.0026188677,0.5613129,0.14341235
15720,无裂变页面,0,0.1501238,0.47996926,0.08382185,0.28608507,0.023308098
2001,无裂变页面,0,0.05021642,0.48410246,0.041179847,0.42450127,0.011105657
705,助力砍价,0,0.0531055,0.28749135,0.013997242,0.64540595,0.2693836
5379,助力砍价,0,0.05725595,0.42421326,0.008244495,0.51028633,0.20603901
42366,无裂变页面,0,0.09554774,0.4454255,0.039026275,0.42000052,0.18320459
37889,无裂变页面,0,0.038649317,0.36739922,0.013771109,0.58018035,0.14399683
18745,无裂变页面,1,0.15389907,0.24823223,0.21411332,0.3837554,0.049161732
48129,无裂变页面,0,0.047247313,0.44464886,0.017510327,0.49059355,0.12317854
28007,无裂变页面,0,0.028689912,0.36498472,0.026663855,0.5796615,0.0578022
11424,无裂变页面,0,0.052775517,0.5346157,0.06671889,0.34588996,-0.14370573
19348,助力砍价,0,0.09755916,0.41674915,0.013298631,0.4723931,0.32461852
26439,助力砍价,0,0.08108747,0.4269882,0.031473257,0.460451,0.19123477
3564,助力砍价,0,0.11943576,0.3207657,0.05787164,0.5019269,0.33588254
3699,无裂变页面,0,0.2003333,0.4342291,0.055616412,0.3098212,0.32702363
14384,助力砍价,0,0.030151399,0.45045304,0.002715618,0.51667994,0.115015864
63077,无裂变页面,0,0.11780832,0.3879724,0.053412132,0.44080713,0.24969989
10173,助力砍价,0,0.09959875,0.38339242,0.039610833,0.47739798,0.25919396
20984,助力砍价,1,0.05124784,0.313241,0.03523961,0.6002715,0.17030215
18927,无裂变页面,0,0.09022386,0.41330084,0.023066917,0.4734083,0.26544654
59339,无裂变页面,0,0.02042572,0.39879298,0.004200197,0.5765811,0.08298254
50465,助力砍价,0,0.07724319,0.426244,0.061659217,0.4348536,0.058463633
35404,助力砍价,0,0.038913894,0.49465045,0.0067388867,0.45969677,0.11696857
57619,无裂变页面,0,0.09264712,0.2633553,0.09596551,0.54803205,0.22245523
36277,无裂变页面,0,0.13698162,0.34944224,0.014283045,0.4992931,0.5075972
47146,无裂变页面,0,0.052474044,0.38428402,0.04878127,0.5144607,0.06707281
21162,助力砍价,0,0.069086105,0.38874373,0.063345745,0.47882447,0.06812334
4084,助力砍价,0,0.046928525,0.363108,0.023570947,0.56639254,0.14899278
33706,无裂变页面,0,0.035486825,0.567253,0.008982383,0.3882778,0.07253003
27693,助力砍价,0,0.06061684,0.528591,0.049040183,0.361752,-0.0330019
24712,助力砍价,0,0.023838913,0.44443008,0.0014190807,0.53031194,0.096479595
39286,无裂变页面,0,0.055908978,0.53115755,0.07358693,0.3393466,-0.1659416
36286,无裂变页面,0,0.0531357,0.37254548,0.06034902,0.5139698,0.039491534
20134,助力砍价,1,0.0291785,0.30267245,0.004550986,0.66359806,0.16223037
11898,无裂变页面,0,0.032422625,0.38738412,0.015321156,0.5648721,0.101650655
31518,无裂变页面,1,0.13095884,0.47706604,0.0713081,0.320667,0.06692809
32260,无裂变页面,0,0.025185151,0.37811944,0.020750351,0.5759451,0.055343032
46018,助力砍价,0,0.018973613,0.6211463,0.030425709,0.32945436,-0.10980666
50047,无裂变页面,0,0.047555476,0.38350058,0.020345196,0.54859877,0.14912719
49960,助力砍价,0,0.09258475,0.27045992,0.11425006,0.52270526,0.15130803
3730,助力砍价,0,0.05721107,0.394365,0.03273797,0.5156859,0.1339947
26751,助力砍价,0,0.12754583,0.2639243,0.09368077,0.5148491,0.3437327
26086,无裂变页面,0,0.106003374,0.34494123,0.04561966,0.50343573,0.30396414
62838,助力砍价,0,0.15917453,0.3767021,0.095975764,0.36814764,0.18049294
7106,助力砍价,0,0.07114262,0.42384347,0.05393341,0.4510805,0.07386118
20407,助力砍价,0,0.17871298,0.51186746,0.113180965,0.1962386,-0.21399632
28038,助力砍价,0,0.19562314,0.26316002,0.07992282,0.46129403,0.55744636
42658,无裂变页面,0,0.061115712,0.37816262,0.038538884,0.52218276,0.14079332
23132,助力砍价,0,0.07098058,0.4476959,0.062596664,0.41872683,0.013596654
42118,无裂变页面,0,0.10166346,0.4128327,0.06516767,0.42033613,0.12674242
50176,无裂变页面,1,0.08567639,0.41837227,0.058897078,0.43705422,0.10244125
10191,无裂变页面,0,0.05830903,0.5053897,0.0897575,0.34654376,-0.20456725
2548,无裂变页面,0,0.070955805,0.38622245,0.069631785,0.47318992,0.053852737
25495,无裂变页面,0,0.06770146,0.34514755,0.027300982,0.55985004,0.2349773
45639,无裂变页面,0,0.079522975,0.53218895,0.02012779,0.3681603,0.15632677
14294,助力砍价,0,0.1168887,0.3638347,0.063702516,0.4555741,0.24095231
56319,助力砍价,0,0.041891456,0.39683133,0.0829004,0.4783768,-0.104429066
5995,无裂变页面,0,0.07818054,0.17581595,0.12428087,0.62172264,0.28241217
12514,无裂变页面,0,0.038916983,0.5812646,0.019944182,0.35987422,0.020482361
59861,无裂变页面,0,0.20200536,0.35318586,0.053362086,0.39144674,0.4877638
20173,助力砍价,0,0.08177854,0.41561726,0.064468384,0.43813583,0.07228947
20433,助力砍价,0,0.0534425,0.40195364,0.03787724,0.5067266,0.09560758
35953,助力砍价,0,0.054693043,0.39905772,0.020519149,0.52573013,0.1659435
20981,助力砍价,0,0.16980775,0.31937706,0.050787993,0.4600272,0.49539706
24794,无裂变页面,0,0.10733251,0.43765843,0.031892296,0.4231167,0.25370425
53167,助力砍价,1,0.081461154,0.393939,0.047816765,0.47678307,0.1604076
58463,无裂变页面,0,0.103756666,0.4192831,0.07219135,0.4047689,0.0940305
44656,助力砍价,0,0.08869076,0.1843214,0.03964821,0.6873396,0.5406448
30388,助力砍价,0,0.09042105,0.4602184,0.04806587,0.40129468,0.11449194
6719,无裂变页面,0,0.08594858,0.45369744,0.04784437,0.41250965,0.11067778
10682,无裂变页面,0,0.10086725,0.53566486,0.037885536,0.32558233,0.10846037
58566,无裂变页面,0,0.04912717,0.35929775,0.038215388,0.55335975,0.11137009
29353,助力砍价,1,0.07701858,0.3990789,0.051775724,0.47212678,0.12588716
2858,无裂变页面,1,0.09683481,0.38376477,0.06308733,0.4563131,0.1600514
55144,无裂变页面,0,0.039610673,0.3757066,0.01197244,0.5727103,0.14979547
46625,无裂变页面,0,0.11274023,0.6166637,0.05500588,0.21559018,-0.09742373
2045,助力砍价,0,0.16236292,0.31964624,0.08379153,0.43419924,0.35016707
29757,助力砍价,0,0.13552578,0.4824753,0.053325485,0.3286734,0.15940225
3039,无裂变页面,0,0.06156609,0.3949653,0.02664403,0.5168246,0.1716606
62701,无裂变页面,0,0.033765472,0.48914963,0.039038327,0.4380466,-0.034510374
55955,助力砍价,0,0.046889886,0.43051827,0.07004653,0.45254537,-0.07163823
15806,助力砍价,0,0.046906777,0.38703284,0.037695166,0.52836525,0.083006084
53045,无裂变页面,0,0.1235607,0.3866316,0.056373373,0.43343428,0.2541833
33356,助力砍价,0,0.21096693,0.3305794,0.06326219,0.39519146,0.5031471
58929,助力砍价,1,0.08390472,0.22334637,0.04650048,0.6462484,0.41191468
2283,助力砍价,0,0.075413704,0.31695294,0.07605525,0.5315781,0.13407159
33679,助力砍价,0,0.066337004,0.47599125,0.0297297,0.42794204,0.1147207
61448,助力砍价,0,0.096428104,0.40281492,0.018615963,0.482141,0.31194592
48571,助力砍价,0,0.053514857,0.5227741,0.012168298,0.41154277,0.12828559
6187,助力砍价,0,0.21601684,0.36096182,0.062879324,0.36014202,0.4514995
23771,助力砍价,0,0.103082165,0.20227818,0.09029718,0.6043425,0.4151682
52702,助力砍价,0,0.060736943,0.43769443,0.071861915,0.42970666,-0.04283625
53828,无裂变页面,0,0.05499525,0.4038131,0.055463772,0.48572788,0.034761727
50068,助力砍价,0,0.085420005,0.4114707,0.013950558,0.48915875,0.28836071
23655,无裂变页面,0,0.03639473,0.44323033,0.008617475,0.5117575,0.118642986
47188,无裂变页面,0,0.049776625,0.5087668,0.033877004,0.40757954,0.024758875
31082,无裂变页面,0,0.083101034,0.36129656,0.042912923,0.5126895,0.21952057
38519,助力砍价,0,0.11008558,0.55806977,0.027965266,0.30387938,0.16097647
24351,无裂变页面,1,0.057913903,0.40374023,0.02142333,0.51692253,0.17130786
46174,助力砍价,0,0.07098225,0.48482642,0.018527126,0.42566428,0.17200017
1132,无裂变页面,0,0.08043333,0.35702685,0.062099062,0.5004408,0.14694768
36110,无裂变页面,1,0.16269445,0.4530282,0.04556474,0.33871263,0.2913216
51805,无裂变页面,0,0.11323251,0.43960708,0.018334491,0.42882589,0.3276356
2624,助力砍价,0,0.04524817,0.43925723,0.021378547,0.4941161,0.10383713
29880,无裂变页面,1,0.1315046,0.44825518,0.08228862,0.33795166,0.062025487
63259,助力砍价,0,0.04865902,0.49419218,0.041514,0.41563472,-0.0023493767
17885,助力砍价,0,0.028281286,0.34214416,0.018545197,0.6110293,0.09378284
46690,助力砍价,1,0.024493946,0.50076187,0.020667428,0.45407677,0.006197095
8647,无裂变页面,1,0.065964244,0.3154947,0.10857877,0.5099623,-0.005227804
50833,无裂变页面,0,0.12450559,0.34056333,0.036597006,0.49833408,0.39859968
38210,助力砍价,0,0.100635044,0.45471314,0.049661845,0.39498994,0.13904738
9543,助力砍价,0,0.03080045,0.44712004,0.003302604,0.5187769,0.11624205
53908,助力砍价,0,0.056921996,0.45965526,0.06947696,0.4139458,-0.06705636
28988,无裂变页面,0,0.11980898,0.38093856,0.06914026,0.43011215,0.20154536
53981,无裂变页面,1,0.064301014,0.45116174,0.057810783,0.42672652,0.010865867
48875,无裂变页面,0,0.17501824,0.30149558,0.1103371,0.41314906,0.31303045
8654,助力砍价,1,0.090383634,0.45008337,0.072670594,0.38686243,0.018184721
35286,助力砍价,0,0.07461637,0.5328351,0.033108488,0.35944003,0.07698548
36938,助力砍价,0,0.20426899,0.33723485,0.026925214,0.43157098,0.6370007
26940,无裂变页面,0,0.14520508,0.35864365,0.045321874,0.45082942,0.39368984
35717,助力砍价,0,0.13123214,0.30025497,0.07870132,0.4898115,0.33141106
50449,无裂变页面,0,0.056485485,0.4747619,0.01948994,0.44926268,0.12949562
5204,助力砍价,0,0.042145047,0.38151765,0.03232427,0.5440131,0.08678436
14363,助力砍价,1,0.09812701,0.14317146,0.16107832,0.5976232,0.38870895
17216,助力砍价,0,0.28221893,0.1946646,0.076365694,0.44675082,0.8916325
59220,无裂变页面,0,0.08302409,0.47403646,0.06251204,0.38042736,0.015819192
25377,无裂变页面,0,0.18399067,0.30905718,0.051032268,0.45591995,0.5450103
11175,无裂变页面,0,0.052696902,0.34196284,0.020675914,0.58466434,0.19873822
50658,助力砍价,0,0.11995588,0.50302947,0.014895514,0.36211914,0.30608207
27571,无裂变页面,0,0.2959477,0.403955,0.022293042,0.2778042,0.69711035
26753,助力砍价,0,0.13055123,0.35462287,0.04227973,0.4725462,0.3739138
12246,无裂变页面,0,0.04598825,0.5438136,0.017508501,0.39268965,0.070578694
30003,助力砍价,0,0.038776316,0.43854684,0.0058540246,0.5168229,0.1400739
20972,助力砍价,0,0.108945355,0.48045728,0.07713065,0.33346677,-0.0060191154
40755,助力砍价,0,0.28781515,0.31517455,0.114758484,0.28225183,0.37651372
46907,助力砍价,0,0.108958595,0.39057586,0.03619598,0.4642696,0.29159147
11737,无裂变页面,0,0.033965107,0.63315624,0.0144139975,0.31846467,0.015223861
5043,无裂变页面,1,0.091478355,0.3312853,0.033138234,0.5440981,0.3179468
19693,助力砍价,0,0.2470186,0.3663579,0.04800591,0.33861765,0.55710465
11776,无裂变页面,0,0.30026248,0.28604114,0.07882301,0.33487335,0.643189
55153,无裂变页面,0,0.09396102,0.31677186,0.045746736,0.5435204,0.30226207
19185,助力砍价,0,0.022870125,0.4273208,0.0027595095,0.5470495,0.09156382
15955,助力砍价,0,0.044188034,0.45787475,0.024198266,0.47373894,0.07883191
26589,助力砍价,0,0.08776238,0.21711291,0.044856578,0.6502681,0.4466659
12086,无裂变页面,0,0.06376236,0.39468008,0.041836534,0.49972096,0.123665094
47747,无裂变页面,0,0.10248523,0.3110147,0.054252066,0.532248,0.31069374
23140,无裂变页面,0,0.1211337,0.50197476,0.04868434,0.3282072,0.13045788
44097,助力砍价,0,0.027810559,0.41222793,0.010557923,0.54940355,0.088691115
38379,无裂变页面,0,0.06844619,0.41759592,0.031733137,0.4822248,0.15816182
63028,无裂变页面,0,0.099821076,0.33466625,0.007061358,0.55845135,0.4345157
5565,助力砍价,0,0.106003374,0.34494123,0.04561966,0.50343573,0.30396414
26785,无裂变页面,0,0.048967868,0.40436977,0.06170296,0.48495936,-0.009711683
57692,助力砍价,0,0.16138543,0.21230406,0.05427014,0.5720404,0.6904397
44213,助力砍价,0,0.09221286,0.45277122,0.059905443,0.39511052,0.07509434
39993,助力砍价,0,0.08236488,0.4462203,0.09666671,0.37474808,-0.09847039
58108,助力砍价,0,0.1644937,0.27416247,0.09827658,0.46306726,0.39984167
36934,助力砍价,1,0.09794234,0.5191906,0.060211312,0.32265577,0.002882421
51926,无裂变页面,0,0.048129525,0.384357,0.004256424,0.5632571,0.20757097
20700,助力砍价,0,0.086232394,0.5908857,0.014021647,0.3088603,0.16785103
49105,无裂变页面,0,0.13402383,0.35619602,0.09724715,0.412533,0.16526482
44921,无裂变页面,0,0.32052597,0.3488546,0.045520015,0.28509942,0.6823174
61024,无裂变页面,0,0.08954782,0.5092698,0.04309051,0.35809186,0.08426446
19552,无裂变页面,0,0.065267935,0.30576545,0.076176904,0.5527897,0.109588265
16519,无裂变页面,0,0.038898725,0.65451163,0.014763467,0.29182616,0.015887678
25850,助力砍价,0,0.03134879,0.49237648,0.05473344,0.42154127,-0.110125184
52816,无裂变页面,0,0.024403578,0.38648206,0.021671413,0.56744295,0.04521233
52285,无裂变页面,0,0.07620691,0.54167396,0.044516895,0.33760226,0.013671875
54092,无裂变页面,0,0.19297475,0.27111292,0.116228744,0.41968364,0.3978703
21330,助力砍价,0,0.03247884,0.45404148,0.01653076,0.496949,0.06912762
44275,无裂变页面,0,0.12118809,0.6001774,0.023775505,0.25485894,0.16533905
32797,无裂变页面,0,0.0294426,0.30914816,0.04529326,0.616116,0.036952734
16259,助力砍价,0,0.068414144,0.6070254,0.034499247,0.29006127,-0.010013878
57908,无裂变页面,0,0.06266683,0.46311718,0.05964108,0.4145749,-0.013160765
34226,无裂变页面,0,0.081032574,0.48289365,0.01802129,0.41805255,0.20473468
7947,助力砍价,0,0.23007011,0.2565649,0.18023627,0.33312878,0.24337932
43297,无裂变页面,0,0.032148086,0.23326899,0.019765645,0.7148173,0.1884312
4229,无裂变页面,0,0.09204707,0.3057371,0.080198854,0.52201694,0.19645315
47806,助力砍价,0,0.09359807,0.4297571,0.06086466,0.41578022,0.10229683
50758,无裂变页面,0,0.088666275,0.43479854,0.08151689,0.39501834,-0.0033563972
25106,无裂变页面,0,0.037821688,0.4646448,0.024122665,0.47341087,0.053575218
35433,助力砍价,0,0.017613484,0.45114177,0.017191233,0.5140535,0.010429382
18629,无裂变页面,0,0.15015575,0.4356813,0.06736021,0.34680268,0.18733591
45893,助力砍价,0,0.02140623,0.1916138,0.005467612,0.7815123,0.18708342
16897,助力砍价,1,0.12666215,0.39975467,0.06721599,0.40636715,0.19736242
34275,无裂变页面,0,0.05523329,0.16027544,0.01207795,0.7724133,0.48179337
51453,无裂变页面,0,0.028993176,0.4245394,0.0333934,0.51307404,0.005639434
61607,助力砍价,0,0.10417972,0.38841036,0.13014258,0.37726736,-0.08998072
48016,无裂变页面,0,0.17395732,0.2305476,0.023007538,0.57248753,0.782828
45631,助力砍价,0,0.058367454,0.49820384,0.0031032057,0.44032544,0.19574302
34096,助力砍价,0,0.13216563,0.50191253,0.008554042,0.35736778,0.37012142
34688,无裂变页面,0,0.16436738,0.30500603,0.06255339,0.46807322,0.46459764
63846,助力砍价,0,0.105548784,0.5485412,0.036628943,0.30928108,0.11095178
34480,无裂变页面,0,0.116991505,0.43684804,0.05448914,0.39167127,0.17821634
50995,无裂变页面,0,0.07550534,0.42864695,0.03336805,0.46247962,0.164944
35074,助力砍价,0,0.06606993,0.44077107,0.015835756,0.4773232,0.19649088
3093,助力砍价,1,0.041869245,0.7847679,0.017665135,0.15569767,-0.1024937
33045,无裂变页面,0,0.07294987,0.596078,0.011086732,0.31988543,0.15108234
52938,助力砍价,0,0.04216515,0.4718905,0.18422318,0.30172122,-0.5941578
43518,助力砍价,1,0.26192632,0.29593915,0.039625347,0.40250918,0.75978476
60243,助力砍价,1,0.065341234,0.49915063,0.10798828,0.32751977,-0.26441407
26819,助力砍价,0,0.0849567,0.32615477,0.0072014914,0.58168703,0.3888446
4839,助力砍价,0,0.08886463,0.49895197,0.045549523,0.36663392,0.08133918
45501,助力砍价,0,0.12939158,0.42821634,0.025471989,0.41692007,0.34893948
22197,助力砍价,1,0.1092581,0.42218104,0.09552063,0.37304023,0.0034589171
18782,无裂变页面,0,0.08251205,0.3940222,0.07729921,0.44616652,0.050964296
3585,无裂变页面,1,0.33627573,0.43232822,0.035362247,0.1960338,0.5693873
12308,无裂变页面,0,0.18693733,0.41346425,0.067881525,0.33171687,0.28295892
37320,助力砍价,0,0.10928676,0.473888,0.026170144,0.39065504,0.24923044
22691,无裂变页面,0,0.057714187,0.42616978,0.007874808,0.5082412,0.20803005
460,无裂变页面,0,0.048817456,0.22806364,0.02660119,0.69651765,0.2790504
7101,助力砍价,0,0.050680812,0.4586491,0.009224334,0.48144576,0.16141087
15504,助力砍价,0,0.10733251,0.43765843,0.031892296,0.4231167,0.25370425
13217,无裂变页面,0,0.06405319,0.4139482,0.026623871,0.4953747,0.16599679
26347,助力砍价,0,0.020668272,0.2383776,0.07339827,0.6675558,-0.038546085
19799,助力砍价,0,0.09451872,0.39720902,0.028235685,0.48003662,0.2733307
47789,助力砍价,0,0.050924428,0.4059855,0.033169992,0.50992006,0.100755095
39435,无裂变页面,0,0.056186244,0.4198702,0.031649124,0.4922944,0.115237474
15594,无裂变页面,0,0.075473934,0.33589724,0.032039825,0.556589,0.25807577
28427,助力砍价,0,0.163048,0.43662208,0.033527985,0.36680192,0.37629062
19162,无裂变页面,0,0.066397145,0.39980924,0.040597506,0.49319613,0.13273078
55080,助力砍价,0,0.060042758,0.56740224,0.016003078,0.3565519,0.10547823
55815,助力砍价,0,0.05339562,0.50996274,0.0362968,0.4003448,0.023307502
39412,助力砍价,0,0.059952572,0.42193374,0.0355711,0.4825425,0.11151457
54384,助力砍价,1,0.20463637,0.5071835,0.13049328,0.15768683,-0.33067024
27227,助力砍价,0,0.04354223,0.46914876,0.027923936,0.45938507,0.05525291
58941,助力砍价,0,0.049391497,0.38734832,0.012636881,0.5506233,0.1813122
12748,助力砍价,1,0.06873698,0.45380357,0.06482086,0.41263855,-0.008436441
6576,无裂变页面,0,0.104535624,0.39074245,0.08446833,0.4202536,0.08741659
62347,助力砍价,0,0.05133522,0.54090905,0.074767165,0.33298853,-0.19336706
12570,无裂变页面,0,0.025463574,0.64597857,0.012088125,0.3164697,0.0022645593
16134,助力砍价,0,0.05209658,0.31024283,0.035961486,0.60169905,0.17476475
62692,无裂变页面,0,0.080988094,0.4487614,0.030166933,0.44008356,0.17745852
46217,无裂变页面,0,0.05111031,0.34485754,0.08352569,0.52050644,-0.01840663
61877,助力砍价,0,0.13816379,0.40133286,0.085815854,0.37468752,0.13949072
23113,助力砍价,0,0.05741558,0.4228687,0.071234174,0.4484815,-0.035037518
41945,无裂变页面,0,0.1867254,0.36114874,0.069422044,0.3827038,0.37454444
60658,无裂变页面,0,0.10477138,0.47102365,0.09258228,0.33162275,-0.07257879
6811,助力砍价,0,0.013782885,0.3155892,0.014963018,0.65566486,0.039067924
52070,助力砍价,0,0.12975772,0.361558,0.083573855,0.42511043,0.19961676
13478,助力砍价,0,0.11330292,0.45384374,0.1243388,0.30851457,-0.17495355
25243,助力砍价,1,0.04956559,0.44344988,0.05489264,0.4520919,-0.015474498
34069,助力砍价,0,0.05556401,0.45450473,0.026412278,0.46351898,0.11004835
12667,助力砍价,0,0.06676615,0.35175675,0.050564032,0.53091305,0.14514029
28989,无裂变页面,0,0.06456394,0.4458646,0.07292476,0.41664672,-0.04493326
22647,无裂变页面,0,0.04186207,0.6941058,0.0047632703,0.25926882,0.077679574
5643,助力砍价,0,0.08453658,0.40356627,0.051321186,0.46057594,0.14587468
58205,无裂变页面,0,0.051263835,0.4663932,0.044206858,0.43813607,0.014760435
47712,无裂变页面,0,0.1347096,0.43580213,0.12531981,0.3041684,-0.11133611
2244,助力砍价,0,0.022701526,0.50673914,0.11526688,0.3552925,-0.4041577
21527,无裂变页面,0,0.2514624,0.29819992,0.078770526,0.3715672,0.5651418
23978,无裂变页面,0,0.05548991,0.43538105,0.03710226,0.4720268,0.08033961
13606,无裂变页面,0,0.088420816,0.40904325,0.044052962,0.458483,0.18016356
55164,助力砍价,0,0.044416953,0.6335249,0.030862438,0.29119572,-0.06062287
58403,无裂变页面,1,0.091367394,0.4301215,0.06277487,0.4157362,0.088033915
15817,无裂变页面,0,0.06909262,0.4238522,0.024861839,0.48219335,0.18226242
40217,助力砍价,0,0.107460864,0.4025592,0.09114338,0.3988366,0.049369633
30967,助力砍价,0,0.016862193,0.24656095,0.01262214,0.72395474,0.09375131
23738,助力砍价,0,0.1200195,0.41215092,0.07395393,0.39387563,0.13489902
55483,无裂变页面,1,0.07934021,0.39577085,0.069660805,0.4552281,0.068555355
20616,无裂变页面,0,0.16710748,0.40851036,0.08895565,0.33542654,0.16139534
